,listing_id,date,available,price,adjusted_price,minimum_nights,maximum_nights,year,month
398,2737,2022-02-01,True,18.0,$18.00,7.0,1125.0,2022,2
399,2737,2022-02-02,True,18.0,$18.00,7.0,1125.0,2022,2
400,2737,2022-02-03,True,18.0,$18.00,7.0,1125.0,2022,2
401,2737,2022-02-04,True,30.0,$30.00,7.0,1125.0,2022,2
402,2737,2022-02-05,True,30.0,$30.00,7.0,1125.0,2022,2
403,2737,2022-02-06,True,18.0,$18.00,7.0,1125.0,2022,2
404,2737,2022-02-07,True,18.0,$18.00,7.0,1125.0,2022,2
405,2737,2022-02-08,True,18.0,$18.00,7.0,1125.0,2022,2
406,2737,2022-02-09,True,18.0,$18.00,7.0,1125.0,2022,2
407,2737,2022-02-10,True,18.0,$18.00,7.0,1125.0,2022,2
408,2737,2022-02-11,True,30.0,$30.00,7.0,1125.0,2022,2
409,2737,2022-02-12,True,30.0,$30.00,7.0,1125.0,2022,2
783,78314,2022-02-01,False,76.0,$76.00,3.0,60.0,2022,2
784,78314,2022-02-02,False,76.0,$76.00,3.0,60.0,2022,2
785,78314,2022-02-03,False,76.0,$76.00,3.0,60.0,2022,2
786,78314,2022-02-04,False,76.0,$76.00,3.0,60.0,2022,2
787,78314,2022-02-05,False,76.0,$76.00,3.0,60.0,2022,2
788,78314,2022-02-06,False,76.0,$76.00,3.0,60.0,2022,2
789,78314,2022-02-07,False,76.0,$76.00,3.0,60.0,2022,2
790,78314,2022-02-08,False,76.0,$76.00,3.0,60.0,2022,2
791,78314,2022-02-09,False,76.0,$76.00,3.0,60.0,2022,2
792,78314,2022-02-10,False,76.0,$76.00,3.0,60.0,2022,2
793,78314,2022-02-11,False,76.0,$76.00,3.0,60.0,2022,2
794,78314,2022-02-12,False,76.0,$76.00,3.0,60.0,2022,2
1223,2903,2022-02-01,True,37.0,$37.00,1.0,730.0,2022,2
1224,2903,2022-02-02,True,37.0,$37.00,1.0,730.0,2022,2
1225,2903,2022-02-03,True,37.0,$37.00,1.0,730.0,2022,2
1226,2903,2022-02-04,True,37.0,$37.00,1.0,730.0,2022,2
1227,2903,2022-02-05,True,37.0,$37.00,1.0,730.0,2022,2
1228,2903,2022-02-06,True,37.0,$37.00,1.0,730.0,2022,2
1229,2903,2022-02-07,True,37.0,$37.00,1.0,730.0,2022,2
1230,2903,2022-02-08,True,37.0,$37.00,1.0,730.0,2022,2
1231,2903,2022-02-09,True,37.0,$37.00,1.0,730.0,2022,2
1232,2903,2022-02-10,True,37.0,$37.00,1.0,730.0,2022,2
1233,2903,2022-02-11,True,37.0,$37.00,1.0,730.0,2022,2
1743,78697,2022-02-01,True,95.0,$95.00,4.0,1125.0,2022,2
1744,78697,2022-02-02,True,95.0,$95.00,4.0,1125.0,2022,2
1745,78697,2022-02-03,True,95.0,$95.00,4.0,1125.0,2022,2
1746,78697,2022-02-04,True,95.0,$95.00,4.0,1125.0,2022,2
1747,78697,2022-02-05,True,95.0,$95.00,4.0,1125.0,2022,2
1748,78697,2022-02-06,True,95.0,$95.00,4.0,1125.0,2022,2
1749,78697,2022-02-07,True,95.0,$95.00,4.0,1125.0,2022,2
1750,78697,2022-02-08,True,95.0,$95.00,4.0,1125.0,2022,2
1751,78697,2022-02-09,True,95.0,$95.00,4.0,1125.0,2022,2
1752,78697,2022-02-10,True,95.0,$95.00,4.0,1125.0,2022,2
1753,78697,2022-02-11,True,95.0,$95.00,4.0,1125.0,2022,2
1852,158668,2022-02-01,True,40.0,$40.00,2.0,365.0,2022,2
1853,158668,2022-02-02,True,40.0,$40.00,2.0,365.0,2022,2
1854,158668,2022-02-03,True,40.0,$40.00,2.0,365.0,2022,2
1855,158668,2022-02-04,True,40.0,$40.00,2.0,365.0,2022,2
1856,158668,2022-02-05,True,40.0,$40.00,2.0,365.0,2022,2
1857,158668,2022-02-06,True,40.0,$40.00,2.0,365.0,2022,2
1858,158668,2022-02-07,True,40.0,$40.00,2.0,365.0,2022,2
1859,158668,2022-02-08,True,40.0,$40.00,2.0,365.0,2022,2
1860,158668,2022-02-09,True,40.0,$40.00,2.0,365.0,2022,2
1861,158668,2022-02-10,True,40.0,$40.00,2.0,365.0,2022,2
1862,158668,2022-02-11,True,40.0,$40.00,2.0,365.0,2022,2
1863,158668,2022-02-12,True,40.0,$40.00,2.0,365.0,2022,2
2228,3079,2022-02-01,True,105.0,$105.00,3.0,120.0,2022,2
2229,3079,2022-02-02,True,105.0,$105.00,3.0,120.0,2022,2
2230,3079,2022-02-03,True,105.0,$105.00,3.0,120.0,2022,2
2231,3079,2022-02-04,True,105.0,$105.00,3.0,120.0,2022,2
2232,3079,2022-02-05,True,105.0,$105.00,3.0,120.0,2022,2
2233,3079,2022-02-06,True,105.0,$105.00,3.0,120.0,2022,2
2234,3079,2022-02-07,True,105.0,$105.00,3.0,120.0,2022,2
2235,3079,2022-02-08,True,105.0,$105.00,3.0,120.0,2022,2
2236,3079,2022-02-09,True,105.0,$105.00,3.0,120.0,2022,2
2237,3079,2022-02-10,True,105.0,$105.00,3.0,120.0,2022,2
2238,3079,2022-02-11,True,105.0,$105.00,3.0,120.0,2022,2
2239,3079,2022-02-12,True,105.0,$105.00,3.0,120.0,2022,2
2988,79393,2022-02-01,True,40.0,$40.00,1.0,30.0,2022,2
2989,79393,2022-02-02,True,40.0,$40.00,1.0,30.0,2022,2
2990,79393,2022-02-03,True,40.0,$40.00,1.0,30.0,2022,2
2991,79393,2022-02-04,True,50.0,$50.00,1.0,30.0,2022,2
2992,79393,2022-02-05,True,50.0,$50.00,1.0,30.0,2022,2
2993,79393,2022-02-06,True,40.0,$40.00,1.0,30.0,2022,2
2994,79393,2022-02-07,True,40.0,$40.00,1.0,30.0,2022,2
2995,79393,2022-02-08,True,40.0,$40.00,1.0,30.0,2022,2
2996,79393,2022-02-09,True,40.0,$40.00,1.0,30.0,2022,2
2997,79393,2022-02-10,True,40.0,$40.00,1.0,30.0,2022,2
2998,79393,2022-02-11,True,50.0,$50.00,1.0,30.0,2022,2
2999,79393,2022-02-12,True,50.0,$50.00,1.0,30.0,2022,2
3124,158722,2022-02-01,True,110.0,$110.00,3.0,1125.0,2022,2
3125,158722,2022-02-02,True,110.0,$110.00,3.0,1125.0,2022,2
3126,158722,2022-02-03,True,110.0,$110.00,3.0,1125.0,2022,2
3127,158722,2022-02-04,True,110.0,$110.00,3.0,1125.0,2022,2
3128,158722,2022-02-05,True,110.0,$110.00,3.0,1125.0,2022,2
3129,158722,2022-02-06,True,110.0,$110.00,3.0,1125.0,2022,2
3130,158722,2022-02-07,True,110.0,$110.00,3.0,1125.0,2022,2
3131,158722,2022-02-08,True,110.0,$110.00,3.0,1125.0,2022,2
3132,158722,2022-02-09,True,110.0,$110.00,3.0,1125.0,2022,2
3133,158722,2022-02-10,True,110.0,$110.00,3.0,1125.0,2022,2
3134,158722,2022-02-11,True,110.0,$110.00,3.0,1125.0,2022,2
3279,11834,2022-02-01,True,90.0,$90.00,2.0,29.0,2022,2
3280,11834,2022-02-02,True,90.0,$90.00,2.0,29.0,2022,2
3281,11834,2022-02-03,True,90.0,$90.00,2.0,29.0,2022,2
3282,11834,2022-02-04,True,90.0,$90.00,2.0,29.0,2022,2
3283,11834,2022-02-05,True,90.0,$90.00,2.0,29.0,2022,2
3284,11834,2022-02-06,True,90.0,$90.00,2.0,29.0,2022,2
3285,11834,2022-02-07,True,90.0,$90.00,2.0,29.0,2022,2
3286,11834,2022-02-08,True,90.0,$90.00,2.0,29.0,2022,2
3287,11834,2022-02-09,True,90.0,$90.00,2.0,29.0,2022,2
3288,11834,2022-02-10,True,90.0,$90.00,2.0,29.0,2022,2
3837,12398,2022-02-01,True,70.0,$70.00,1.0,1125.0,2022,2
3838,12398,2022-02-02,True,70.0,$70.00,1.0,1125.0,2022,2
3839,12398,2022-02-03,True,70.0,$70.00,1.0,1125.0,2022,2
3840,12398,2022-02-04,True,80.0,$80.00,1.0,1125.0,2022,2
3841,12398,2022-02-05,True,80.0,$80.00,1.0,1125.0,2022,2
3842,12398,2022-02-06,True,70.0,$70.00,1.0,1125.0,2022,2
3843,12398,2022-02-07,True,70.0,$70.00,1.0,1125.0,2022,2
3844,12398,2022-02-08,True,70.0,$70.00,1.0,1125.0,2022,2
3845,12398,2022-02-09,True,70.0,$70.00,1.0,1125.0,2022,2
3846,12398,2022-02-10,True,70.0,$70.00,1.0,1125.0,2022,2
4062,79410,2022-02-01,True,110.0,$110.00,1.0,8.0,2022,2
4063,79410,2022-02-02,True,110.0,$110.00,1.0,8.0,2022,2
4064,79410,2022-02-03,True,110.0,$110.00,1.0,8.0,2022,2
4065,79410,2022-02-04,True,110.0,$110.00,1.0,8.0,2022,2
4066,79410,2022-02-05,True,110.0,$110.00,1.0,8.0,2022,2
4067,79410,2022-02-06,True,110.0,$110.00,1.0,8.0,2022,2
4068,79410,2022-02-07,True,110.0,$110.00,1.0,8.0,2022,2
4069,79410,2022-02-08,True,110.0,$110.00,1.0,8.0,2022,2
4070,79410,2022-02-09,True,110.0,$110.00,1.0,8.0,2022,2
4071,79410,2022-02-10,True,110.0,$110.00,1.0,8.0,2022,2
4072,79410,2022-02-11,True,110.0,$110.00,1.0,8.0,2022,2
4073,79410,2022-02-12,True,110.0,$110.00,1.0,8.0,2022,2
4523,159072,2022-02-01,True,50.0,$50.00,7.0,1125.0,2022,2
4524,159072,2022-02-02,True,50.0,$50.00,7.0,1125.0,2022,2
4525,159072,2022-02-03,True,50.0,$50.00,7.0,1125.0,2022,2
4526,159072,2022-02-04,True,50.0,$50.00,7.0,1125.0,2022,2
4527,159072,2022-02-05,True,50.0,$50.00,7.0,1125.0,2022,2
4528,159072,2022-02-06,True,50.0,$50.00,7.0,1125.0,2022,2
4529,159072,2022-02-07,True,50.0,$50.00,7.0,1125.0,2022,2
4530,159072,2022-02-08,True,50.0,$50.00,7.0,1125.0,2022,2
4531,159072,2022-02-09,True,50.0,$50.00,7.0,1125.0,2022,2
4532,159072,2022-02-10,True,50.0,$50.00,7.0,1125.0,2022,2
4533,159072,2022-02-11,True,50.0,$50.00,7.0,1125.0,2022,2
4534,159072,2022-02-12,True,50.0,$50.00,7.0,1125.0,2022,2
5009,80280,2022-02-01,False,104.0,$104.00,3.0,1125.0,2022,2
5010,80280,2022-02-02,False,104.0,$104.00,3.0,1125.0,2022,2
5011,80280,2022-02-03,False,104.0,$104.00,3.0,1125.0,2022,2
5012,80280,2022-02-04,False,99.0,$99.00,3.0,1125.0,2022,2
5013,80280,2022-02-05,False,99.0,$99.00,3.0,1125.0,2022,2
5014,80280,2022-02-06,False,104.0,$104.00,3.0,1125.0,2022,2
5015,80280,2022-02-07,False,104.0,$104.00,3.0,1125.0,2022,2
5016,80280,2022-02-08,False,104.0,$104.00,3.0,1125.0,2022,2
5017,80280,2022-02-09,False,104.0,$104.00,3.0,1125.0,2022,2
5018,80280,2022-02-10,False,104.0,$104.00,3.0,1125.0,2022,2
5019,80280,2022-02-11,False,99.0,$99.00,3.0,1125.0,2022,2
5020,80280,2022-02-12,False,99.0,$99.00,3.0,1125.0,2022,2
5147,14181,2022-02-01,False,250.0,$250.00,7.0,120.0,2022,2
5148,14181,2022-02-02,False,250.0,$250.00,7.0,120.0,2022,2
5149,14181,2022-02-03,False,250.0,$250.00,7.0,120.0,2022,2
5150,14181,2022-02-04,False,31.0,$31.00,7.0,120.0,2022,2
5151,14181,2022-02-05,False,31.0,$31.00,7.0,120.0,2022,2
5152,14181,2022-02-06,False,250.0,$250.00,7.0,120.0,2022,2
5153,14181,2022-02-07,False,250.0,$250.00,7.0,120.0,2022,2
5154,14181,2022-02-08,False,250.0,$250.00,7.0,120.0,2022,2
5155,14181,2022-02-09,False,250.0,$250.00,7.0,120.0,2022,2
5156,14181,2022-02-10,False,250.0,$250.00,7.0,120.0,2022,2
5157,14181,2022-02-11,False,31.0,$31.00,7.0,120.0,2022,2
5158,14181,2022-02-12,False,31.0,$31.00,7.0,120.0,2022,2
5557,160450,2022-02-01,True,69.0,$69.00,2.0,730.0,2022,2
5558,160450,2022-02-02,True,69.0,$69.00,2.0,730.0,2022,2
5559,160450,2022-02-03,True,69.0,$69.00,2.0,730.0,2022,2
5560,160450,2022-02-04,True,69.0,$69.00,2.0,730.0,2022,2
5561,160450,2022-02-05,True,69.0,$69.00,2.0,730.0,2022,2
5562,160450,2022-02-06,True,69.0,$69.00,2.0,730.0,2022,2
5563,160450,2022-02-07,True,69.0,$69.00,2.0,730.0,2022,2
5564,160450,2022-02-08,True,69.0,$69.00,2.0,730.0,2022,2
5565,160450,2022-02-09,True,69.0,$69.00,2.0,730.0,2022,2
5566,160450,2022-02-10,True,69.0,$69.00,2.0,730.0,2022,2
5567,160450,2022-02-11,True,69.0,$69.00,2.0,730.0,2022,2
5568,160450,2022-02-12,True,69.0,$69.00,2.0,730.0,2022,2
6015,15409,2022-02-01,True,100.0,$100.00,2.0,730.0,2022,2
6016,15409,2022-02-02,True,100.0,$100.00,2.0,730.0,2022,2
6017,15409,2022-02-03,True,100.0,$100.00,2.0,730.0,2022,2
6018,15409,2022-02-04,True,100.0,$100.00,2.0,730.0,2022,2
6019,15409,2022-02-05,True,100.0,$100.00,2.0,730.0,2022,2
6020,15409,2022-02-06,True,100.0,$100.00,2.0,730.0,2022,2
6021,15409,2022-02-07,True,100.0,$100.00,2.0,730.0,2022,2
6022,15409,2022-02-08,True,100.0,$100.00,2.0,730.0,2022,2
6023,15409,2022-02-09,True,100.0,$100.00,2.0,730.0,2022,2
6024,15409,2022-02-10,True,100.0,$100.00,2.0,730.0,2022,2
6025,15409,2022-02-11,True,100.0,$100.00,2.0,730.0,2022,2
6026,15409,2022-02-12,True,100.0,$100.00,2.0,730.0,2022,2
6027,15409,2022-02-13,True,100.0,$100.00,2.0,730.0,2022,2
6199,80292,2022-02-01,False,95.0,$95.00,3.0,1125.0,2022,2
6200,80292,2022-02-02,False,95.0,$95.00,3.0,1125.0,2022,2
6201,80292,2022-02-03,False,95.0,$95.00,3.0,1125.0,2022,2
6202,80292,2022-02-04,False,99.0,$99.00,3.0,1125.0,2022,2
6203,80292,2022-02-05,False,99.0,$99.00,3.0,1125.0,2022,2
6204,80292,2022-02-06,False,95.0,$95.00,3.0,1125.0,2022,2
6205,80292,2022-02-07,False,95.0,$95.00,3.0,1125.0,2022,2
6206,80292,2022-02-08,False,95.0,$95.00,3.0,1125.0,2022,2
6207,80292,2022-02-09,False,95.0,$95.00,3.0,1125.0,2022,2
6208,80292,2022-02-10,False,95.0,$95.00,3.0,1125.0,2022,2
6209,80292,2022-02-11,False,99.0,$99.00,3.0,1125.0,2022,2
6210,80292,2022-02-12,False,99.0,$99.00,3.0,1125.0,2022,2
7074,16276,2022-02-01,True,37.0,$37.00,1.0,730.0,2022,2
7075,16276,2022-02-02,True,37.0,$37.00,1.0,730.0,2022,2
7076,16276,2022-02-03,True,37.0,$37.00,1.0,730.0,2022,2
7077,16276,2022-02-04,True,37.0,$37.00,2.0,730.0,2022,2
7078,16276,2022-02-05,True,37.0,$37.00,2.0,730.0,2022,2
7157,161978,2022-02-01,False,29.0,$29.00,2.0,300.0,2022,2
7158,161978,2022-02-02,False,29.0,$29.00,2.0,300.0,2022,2
7159,161978,2022-02-03,False,29.0,$29.00,2.0,300.0,2022,2
7160,161978,2022-02-04,False,29.0,$29.00,2.0,300.0,2022,2
7161,161978,2022-02-05,False,29.0,$29.00,2.0,300.0,2022,2
7162,161978,2022-02-06,False,29.0,$29.00,2.0,300.0,2022,2
7163,161978,2022-02-07,False,29.0,$29.00,2.0,300.0,2022,2
7164,161978,2022-02-08,False,29.0,$29.00,2.0,300.0,2022,2
7165,161978,2022-02-09,False,29.0,$29.00,2.0,300.0,2022,2
7166,161978,2022-02-10,False,29.0,$29.00,2.0,300.0,2022,2
7167,161978,2022-02-11,False,29.0,$29.00,2.0,300.0,2022,2
7169,16276,2022-02-06,True,37.0,$37.00,2.0,730.0,2022,2
7170,16276,2022-02-07,True,37.0,$37.00,1.0,730.0,2022,2
7171,16276,2022-02-08,True,37.0,$37.00,1.0,730.0,2022,2
7172,16276,2022-02-09,True,37.0,$37.00,1.0,730.0,2022,2
7173,16276,2022-02-10,True,37.0,$37.00,1.0,730.0,2022,2
7174,16276,2022-02-11,True,37.0,$37.00,2.0,730.0,2022,2
7340,80612,2022-02-01,True,45.0,$45.00,3.0,60.0,2022,2
7341,80612,2022-02-02,True,45.0,$45.00,3.0,60.0,2022,2
7342,80612,2022-02-03,True,45.0,$45.00,3.0,60.0,2022,2
7343,80612,2022-02-04,True,55.0,$55.00,3.0,60.0,2022,2
7344,80612,2022-02-05,True,55.0,$55.00,3.0,60.0,2022,2
7345,80612,2022-02-06,True,45.0,$45.00,3.0,60.0,2022,2
7346,80612,2022-02-07,True,45.0,$45.00,3.0,60.0,2022,2
7347,80612,2022-02-08,True,45.0,$45.00,3.0,60.0,2022,2
7348,80612,2022-02-09,True,45.0,$45.00,3.0,60.0,2022,2
7349,80612,2022-02-10,True,45.0,$45.00,3.0,60.0,2022,2
7350,80612,2022-02-11,True,55.0,$55.00,3.0,60.0,2022,2
7351,80612,2022-02-12,True,55.0,$55.00,3.0,60.0,2022,2
7888,162314,2022-02-01,False,69.0,$69.00,3.0,365.0,2022,2
7889,162314,2022-02-02,False,69.0,$69.00,3.0,365.0,2022,2
7890,162314,2022-02-03,False,69.0,$69.00,3.0,365.0,2022,2
7891,162314,2022-02-04,False,69.0,$69.00,3.0,365.0,2022,2
7892,162314,2022-02-05,False,69.0,$69.00,3.0,365.0,2022,2
7893,162314,2022-02-06,False,69.0,$69.00,3.0,365.0,2022,2
7894,162314,2022-02-07,False,69.0,$69.00,3.0,365.0,2022,2
7895,162314,2022-02-08,False,69.0,$69.00,3.0,365.0,2022,2
7896,162314,2022-02-09,False,69.0,$69.00,3.0,365.0,2022,2
7897,162314,2022-02-10,False,69.0,$69.00,3.0,365.0,2022,2
7898,162314,2022-02-11,False,69.0,$69.00,3.0,365.0,2022,2
7899,162314,2022-02-12,False,69.0,$69.00,3.0,365.0,2022,2
8250,17604,2022-02-01,False,75.0,$75.00,3.0,90.0,2022,2
8251,17604,2022-02-02,False,75.0,$75.00,3.0,90.0,2022,2
8252,17604,2022-02-03,False,75.0,$75.00,3.0,90.0,2022,2
8253,17604,2022-02-04,False,75.0,$75.00,3.0,90.0,2022,2
8254,17604,2022-02-05,False,75.0,$75.00,3.0,90.0,2022,2
8255,17604,2022-02-06,False,75.0,$75.00,3.0,90.0,2022,2
8256,17604,2022-02-07,False,75.0,$75.00,3.0,90.0,2022,2
8257,17604,2022-02-08,False,75.0,$75.00,3.0,90.0,2022,2
8258,17604,2022-02-09,False,75.0,$75.00,3.0,90.0,2022,2
8259,17604,2022-02-10,False,75.0,$75.00,3.0,90.0,2022,2
8496,81807,2022-02-01,False,25.0,$25.00,1.0,4.0,2022,2
8497,81807,2022-02-02,False,25.0,$25.00,1.0,4.0,2022,2
8498,81807,2022-02-03,False,25.0,$25.00,1.0,4.0,2022,2
8499,81807,2022-02-04,False,25.0,$25.00,1.0,4.0,2022,2
8500,81807,2022-02-05,False,25.0,$25.00,1.0,4.0,2022,2
8501,81807,2022-02-06,False,25.0,$25.00,1.0,4.0,2022,2
8502,81807,2022-02-07,False,25.0,$25.00,1.0,4.0,2022,2
8503,81807,2022-02-08,False,25.0,$25.00,1.0,4.0,2022,2
8504,81807,2022-02-09,False,25.0,$25.00,1.0,4.0,2022,2
8505,81807,2022-02-10,False,25.0,$25.00,1.0,4.0,2022,2
8506,81807,2022-02-11,False,25.0,$25.00,1.0,4.0,2022,2
8507,81807,2022-02-12,False,25.0,$25.00,1.0,4.0,2022,2
8508,81807,2022-02-13,False,25.0,$25.00,1.0,4.0,2022,2
9001,20534,2022-02-01,True,70.0,$70.00,3.0,1125.0,2022,2
9002,20534,2022-02-02,True,70.0,$70.00,3.0,1125.0,2022,2
9003,20534,2022-02-03,True,70.0,$70.00,3.0,1125.0,2022,2
9004,20534,2022-02-04,True,70.0,$70.00,3.0,1125.0,2022,2
9005,20534,2022-02-05,True,70.0,$70.00,3.0,1125.0,2022,2
9006,20534,2022-02-06,True,70.0,$70.00,3.0,1125.0,2022,2
9007,20534,2022-02-07,True,70.0,$70.00,3.0,1125.0,2022,2
9008,20534,2022-02-08,True,70.0,$70.00,3.0,1125.0,2022,2
9009,20534,2022-02-09,True,70.0,$70.00,3.0,1125.0,2022,2
9010,20534,2022-02-10,True,70.0,$70.00,3.0,1125.0,2022,2
9256,163008,2022-02-01,True,98.0,$98.00,2.0,1125.0,2022,2
9257,163008,2022-02-02,True,98.0,$98.00,2.0,1125.0,2022,2
9258,163008,2022-02-03,True,98.0,$98.00,2.0,1125.0,2022,2
9259,163008,2022-02-04,True,98.0,$98.00,2.0,1125.0,2022,2
9260,163008,2022-02-05,True,98.0,$98.00,2.0,1125.0,2022,2
9261,163008,2022-02-06,True,98.0,$98.00,2.0,1125.0,2022,2
9262,163008,2022-02-07,True,98.0,$98.00,2.0,1125.0,2022,2
9263,163008,2022-02-08,True,98.0,$98.00,2.0,1125.0,2022,2
9264,163008,2022-02-09,True,98.0,$98.00,2.0,1125.0,2022,2
9265,163008,2022-02-10,True,98.0,$98.00,2.0,1125.0,2022,2
9266,163008,2022-02-11,True,98.0,$98.00,2.0,1125.0,2022,2
9854,20587,2022-02-01,True,85.0,$85.00,3.0,1125.0,2022,2
9855,20587,2022-02-02,True,85.0,$85.00,3.0,1125.0,2022,2
9856,20587,2022-02-03,True,85.0,$85.00,3.0,1125.0,2022,2
9857,20587,2022-02-04,True,85.0,$85.00,3.0,1125.0,2022,2
9858,20587,2022-02-05,True,85.0,$85.00,3.0,1125.0,2022,2
9859,20587,2022-02-06,True,85.0,$85.00,3.0,1125.0,2022,2
9860,20587,2022-02-07,True,85.0,$85.00,3.0,1125.0,2022,2
9861,20587,2022-02-08,True,85.0,$85.00,3.0,1125.0,2022,2
9862,20587,2022-02-09,True,85.0,$85.00,3.0,1125.0,2022,2
9863,20587,2022-02-10,True,85.0,$85.00,3.0,1125.0,2022,2
9898,83569,2022-02-01,False,24.0,$24.00,5.0,31.0,2022,2
9899,83569,2022-02-02,False,24.0,$24.00,5.0,31.0,2022,2
9900,83569,2022-02-03,False,24.0,$24.00,5.0,31.0,2022,2
9901,83569,2022-02-04,False,24.0,$24.00,4.0,31.0,2022,2
9902,83569,2022-02-05,False,24.0,$24.00,4.0,31.0,2022,2
9903,83569,2022-02-06,False,24.0,$24.00,5.0,31.0,2022,2
9904,83569,2022-02-07,False,24.0,$24.00,5.0,31.0,2022,2
9905,83569,2022-02-08,False,24.0,$24.00,5.0,31.0,2022,2
9906,83569,2022-02-09,False,24.0,$24.00,5.0,31.0,2022,2
9907,83569,2022-02-10,False,24.0,$24.00,5.0,31.0,2022,2
367,2737,2022-01-01,True,30.0,$30.00,7.0,1125.0,2022,1
368,2737,2022-01-02,True,18.0,$18.00,7.0,1125.0,2022,1
369,2737,2022-01-03,True,18.0,$18.00,7.0,1125.0,2022,1
370,2737,2022-01-04,True,18.0,$18.00,7.0,1125.0,2022,1
371,2737,2022-01-05,True,18.0,$18.00,7.0,1125.0,2022,1
372,2737,2022-01-06,True,18.0,$18.00,7.0,1125.0,2022,1
373,2737,2022-01-07,True,30.0,$30.00,7.0,1125.0,2022,1
374,2737,2022-01-08,True,30.0,$30.00,7.0,1125.0,2022,1
375,2737,2022-01-09,True,18.0,$18.00,7.0,1125.0,2022,1
376,2737,2022-01-10,True,18.0,$18.00,7.0,1125.0,2022,1
377,2737,2022-01-11,True,18.0,$18.00,7.0,1125.0,2022,1
378,2737,2022-01-12,True,18.0,$18.00,7.0,1125.0,2022,1
379,2737,2022-01-13,True,18.0,$18.00,7.0,1125.0,2022,1
380,2737,2022-01-14,True,30.0,$30.00,7.0,1125.0,2022,1
381,2737,2022-01-15,True,30.0,$30.00,7.0,1125.0,2022,1
382,2737,2022-01-16,True,18.0,$18.00,7.0,1125.0,2022,1
383,2737,2022-01-17,True,18.0,$18.00,7.0,1125.0,2022,1
384,2737,2022-01-18,True,18.0,$18.00,7.0,1125.0,2022,1
385,2737,2022-01-19,True,18.0,$18.00,7.0,1125.0,2022,1
386,2737,2022-01-20,True,18.0,$18.00,7.0,1125.0,2022,1
387,2737,2022-01-21,True,30.0,$30.00,7.0,1125.0,2022,1
388,2737,2022-01-22,True,30.0,$30.00,7.0,1125.0,2022,1
389,2737,2022-01-23,True,18.0,$18.00,7.0,1125.0,2022,1
390,2737,2022-01-24,True,18.0,$18.00,7.0,1125.0,2022,1
391,2737,2022-01-25,True,18.0,$18.00,7.0,1125.0,2022,1
392,2737,2022-01-26,True,18.0,$18.00,7.0,1125.0,2022,1
393,2737,2022-01-27,True,18.0,$18.00,7.0,1125.0,2022,1
394,2737,2022-01-28,True,30.0,$30.00,7.0,1125.0,2022,1
395,2737,2022-01-29,True,30.0,$30.00,7.0,1125.0,2022,1
396,2737,2022-01-30,True,18.0,$18.00,7.0,1125.0,2022,1
397,2737,2022-01-31,True,18.0,$18.00,7.0,1125.0,2022,1
752,78314,2022-01-01,False,242.0,$242.00,3.0,60.0,2022,1
753,78314,2022-01-02,False,143.0,$143.00,3.0,60.0,2022,1
754,78314,2022-01-03,False,76.0,$76.00,3.0,60.0,2022,1
755,78314,2022-01-04,False,76.0,$76.00,3.0,60.0,2022,1
756,78314,2022-01-05,False,76.0,$76.00,3.0,60.0,2022,1
757,78314,2022-01-06,False,76.0,$76.00,3.0,60.0,2022,1
758,78314,2022-01-07,False,76.0,$76.00,3.0,60.0,2022,1
759,78314,2022-01-08,False,76.0,$76.00,3.0,60.0,2022,1
760,78314,2022-01-09,False,76.0,$76.00,3.0,60.0,2022,1
761,78314,2022-01-10,False,76.0,$76.00,3.0,60.0,2022,1
762,78314,2022-01-11,False,76.0,$76.00,3.0,60.0,2022,1
763,78314,2022-01-12,False,76.0,$76.00,3.0,60.0,2022,1
764,78314,2022-01-13,False,76.0,$76.00,3.0,60.0,2022,1
765,78314,2022-01-14,False,76.0,$76.00,3.0,60.0,2022,1
766,78314,2022-01-15,False,76.0,$76.00,3.0,60.0,2022,1
767,78314,2022-01-16,False,76.0,$76.00,3.0,60.0,2022,1
768,78314,2022-01-17,False,76.0,$76.00,3.0,60.0,2022,1
769,78314,2022-01-18,False,76.0,$76.00,3.0,60.0,2022,1
770,78314,2022-01-19,False,76.0,$76.00,3.0,60.0,2022,1
771,78314,2022-01-20,False,76.0,$76.00,3.0,60.0,2022,1
772,78314,2022-01-21,False,76.0,$76.00,3.0,60.0,2022,1
773,78314,2022-01-22,False,76.0,$76.00,3.0,60.0,2022,1
774,78314,2022-01-23,False,76.0,$76.00,3.0,60.0,2022,1
775,78314,2022-01-24,False,76.0,$76.00,3.0,60.0,2022,1
776,78314,2022-01-25,False,76.0,$76.00,3.0,60.0,2022,1
777,78314,2022-01-26,False,76.0,$76.00,3.0,60.0,2022,1
778,78314,2022-01-27,False,76.0,$76.00,3.0,60.0,2022,1
779,78314,2022-01-28,False,76.0,$76.00,3.0,60.0,2022,1
780,78314,2022-01-29,False,76.0,$76.00,3.0,60.0,2022,1
781,78314,2022-01-30,False,76.0,$76.00,3.0,60.0,2022,1
782,78314,2022-01-31,False,76.0,$76.00,3.0,60.0,2022,1
1192,2903,2022-01-01,True,37.0,$37.00,1.0,730.0,2022,1
1193,2903,2022-01-02,True,37.0,$37.00,1.0,730.0,2022,1
1194,2903,2022-01-03,True,37.0,$37.00,1.0,730.0,2022,1
1195,2903,2022-01-04,True,37.0,$37.00,1.0,730.0,2022,1
1196,2903,2022-01-05,True,37.0,$37.00,1.0,730.0,2022,1
